MORATORIUM TYPE,STREET ADDRESS BEGIN,STREET ADDRESS END,STREET ADDRESS PREFIX,STREET NAME,STREET NAME SUFFIX,START DATE,EXPIRATION DATE
Street Resurfacing,6200,6287,N,NIAGARA,AVE,2014-07-25T00:00:00,2019-07-25T00:00:00
Street Resurfacing,1600,2351,W,PERSHING,RD,2014-10-18T00:00:00,2019-10-18T00:00:00
Street Resurfacing,4200,4359,N,WINCHESTER,AVE,2011-10-25T00:00:00,2016-10-25T00:00:00
Street Resurfacing,800,859,N,HAMLIN,AVE,2015-10-07T00:00:00,2020-10-07T00:00:00
Street Resurfacing,1500,1559,N,WOOD,ST,2015-10-19T00:00:00,2020-10-19T00:00:00
Street Resurfacing,1701,1735,W,GLENLAKE,AVE,2013-05-03T00:00:00,2018-04-22T00:00:00
Street Resurfacing,1,29,E,60TH,ST,2011-12-02T00:00:00,2016-11-28T00:00:00
Street Resurfacing,6560,6764,N,LEOTI,AVE,2015-08-05T00:00:00,2020-08-05T00:00:00
Street Resurfacing,4026,4059,W,LE MOYNE,ST,2011-08-15T00:00:00,2016-11-17T00:00:00
Street Resurfacing,1401,1559,S,RIDGEWAY,AVE,2012-12-20T00:00:00,2017-11-27T00:00:00
Street Resurfacing,6700,6759,N,LIGHTFOOT,AVE,2011-10-12T00:00:00,2016-10-12T00:00:00
Street Resurfacing,5232,5259,N,HOYNE,AVE,2011-09-20T00:00:00,2016-09-20T00:00:00
Street Resurfacing,2200,2259,W,FLETCHER,ST,2013-09-17T00:00:00,2018-09-17T00:00:00
Street Resurfacing,5723,5845,N,CLARK,ST,2012-11-02T00:00:00,2017-11-02T00:00:00
Street Resurfacing,2800,2859,S,MILLARD,AVE,2013-05-02T00:00:00,2018-05-02T00:00:00
Street Resurfacing,11300,11459,S,HARVARD,AVE,2014-07-14T00:00:00,2019-07-14T00:00:00
Street Resurfacing,7132,7191,W,WABANSIA,AVE,2015-09-25T00:00:00,2020-09-25T00:00:00
Street Resurfacing,3801,3859,N,HERMITAGE,AVE,2013-06-28T00:00:00,2018-04-25T00:00:00
Traffic Restriction,5200,6159,S,WESTERN,AVE,2015-12-06T00:00:00,2015-12-06T00:00:00
Street Resurfacing,2401,2559,N,LINDER,AVE,2014-10-03T00:00:00,2019-10-03T00:00:00
Street Resurfacing,3800,3858,W,60TH,ST,2015-11-24T00:00:00,2019-11-24T00:00:00
Street Resurfacing,3500,3626,W,FOSTER,AVE,2012-05-18T00:00:00,2017-05-18T00:00:00
Street Resurfacing,2024,2059,W,37TH,ST,2011-08-09T00:00:00,2016-10-07T00:00:00
Street Resurfacing,1632,1827,W,82ND,ST,2012-05-02T00:00:00,2017-05-02T00:00:00
Street Resurfacing,1400,1529,W,BERWYN,AVE,2011-08-02T00:00:00,2016-10-01T00:00:00
Street Resurfacing,6258,6359,S,ASHLAND,AVE,2014-07-21T00:00:00,2019-07-21T00:00:00
Street Resurfacing,698,698,E,108TH,ST,2013-09-27T00:00:00,2018-09-27T00:00:00
Street Resurfacing,640,694,N,PEORIA,ST,2011-07-25T00:00:00,2016-10-27T00:00:00
Street Resurfacing,11361,11439,S,HERMOSA,AVE,2014-12-24T00:00:00,2019-12-24T00:00:00
Street Resurfacing,2144,2169,W,89TH,ST,2011-07-31T00:00:00,2017-07-28T00:00:00
Street Resurfacing,4632,4751,W,62ND,ST,2014-07-14T00:00:00,2019-07-14T00:00:00
Street Resurfacing,1,187,N,HALSTED,ST,2014-10-02T00:00:00,2019-10-01T00:00:00
Traffic Restriction,11410,11459,S,FRONT,AVE,2015-01-13T00:00:00,2024-12-31T00:00:00
Street Resurfacing,3600,4515,N,CALIFORNIA,AVE,2011-09-21T00:00:00,2016-09-21T00:00:00
Traffic Restriction,630,741,W,COUCH,PL,2015-11-09T00:00:00,2016-01-04T00:00:00
Street Resurfacing,2100,2249,W,65TH,ST,2014-04-18T00:00:00,2019-04-18T00:00:00
Street Resurfacing,1750,1759,W,95TH,ST,2014-09-18T00:00:00,2019-09-18T00:00:00
Street Resurfacing,11325,11459,S,CALUMET,AVE,2013-07-01T00:00:00,2018-05-23T00:00:00
Street Resurfacing,1436,1481,W,114TH,PL,2014-08-19T00:00:00,2019-08-19T00:00:00
Street Resurfacing,5100,5143,S,HARPER,AVE,2013-10-01T00:00:00,2018-10-01T00:00:00
Street Resurfacing,8701,8859,S,WOOD,ST,2013-08-14T00:00:00,2018-07-23T00:00:00
Street Resurfacing,3200,3255,N,TROY,ST,2014-05-16T00:00:00,2019-05-16T00:00:00
Street Resurfacing,5400,5497,S,SOUTH SHORE,DR,2011-10-04T00:00:00,2016-10-04T00:00:00
Traffic Restriction,1,535,W,HURON,ST,2015-11-09T00:00:00,2016-01-04T00:00:00
Street Resurfacing,3150,3179,N,HUDSON,AVE,2015-11-04T00:00:00,2020-11-04T00:00:00
Street Resurfacing,1,349,W,JACKSON,BLVD,2011-09-09T00:00:00,2016-09-09T00:00:00
Street Construction,1000,1142,N,CAMBRIDGE,AVE,2011-09-28T00:00:00,2021-08-31T00:00:00
Median Landscaped,4000,4758,W,79TH,ST,1999-11-01T00:00:00,2030-11-01T00:00:00
Street Resurfacing,730,737,S,ABERDEEN,ST,2015-07-23T00:00:00,2020-07-23T00:00:00
Street Resurfacing,732,999,N,LAKE SHORE,DR,2012-09-12T00:00:00,2017-09-12T00:00:00
Street Resurfacing,7700,7759,S,WABASH,AVE,2014-12-03T00:00:00,2018-12-03T00:00:00
Street Resurfacing,1101,1159,W,32ND,ST,2013-07-01T00:00:00,2018-05-29T00:00:00
Street Resurfacing,13000,13629,S,INDIANA,AVE,2013-04-05T00:00:00,2018-04-05T00:00:00
Street Resurfacing,6200,6259,S,RHODES,AVE,2012-01-19T00:00:00,2016-11-29T00:00:00
Street Resurfacing,6300,6341,W,GREENLEAF,AVE,2012-11-07T00:00:00,2017-11-07T00:00:00
Street Resurfacing,6100,6659,S,HAMILTON,AVE,2013-06-28T00:00:00,2018-05-02T00:00:00
Street Resurfacing,1,300,S,DAMEN,AVE,2012-10-03T00:00:00,2017-10-03T00:00:00
Street Resurfacing,6000,6359,W,ARDMORE,AVE,2011-08-01T00:00:00,2017-11-10T00:00:00
Street Resurfacing,8201,8259,S,SOUTH SHORE,DR,2012-06-19T00:00:00,2017-06-15T00:00:00
Street Resurfacing,5400,5459,S,LARAMIE,AVE,2011-07-24T00:00:00,2017-09-08T00:00:00
Street Resurfacing,5400,5459,S,LARAMIE,AVE,2011-07-24T00:00:00,2017-09-08T00:00:00
Traffic Restriction,3470,3499,N,LAKE SHORE,DR,2016-10-11T00:00:00,2016-10-12T00:00:00
Street Resurfacing,2601,2759,S,TRUMBULL,AVE,2013-07-01T00:00:00,2018-05-13T00:00:00
Street Resurfacing,3300,3359,N,AVERS,AVE,2014-07-15T00:00:00,2019-07-15T00:00:00
Street Resurfacing,12300,12659,S,UNION,AVE,2014-10-03T00:00:00,2019-10-03T00:00:00
Street Resurfacing,2000,2159,E,72ND,ST,2011-08-15T00:00:00,2016-07-23T00:00:00
Street Resurfacing,3300,4957,S,PULASKI,RD,2011-08-19T00:00:00,2021-08-19T00:00:00
Street Resurfacing,11400,11459,S,UNION,AVE,2014-08-20T00:00:00,2019-08-20T00:00:00
Street Resurfacing,8500,8559,S,WOOD,ST,2011-08-03T00:00:00,2015-12-08T00:00:00
Street Resurfacing,8301,8357,S,BUFFALO,AVE,2013-09-27T00:00:00,2018-09-27T00:00:00
Street Resurfacing,1600,1759,N,KIMBALL,AVE,2012-05-14T00:00:00,2017-05-14T00:00:00
Street Resurfacing,700,764,S,KENNETH,AVE,2015-07-08T00:00:00,2020-07-08T00:00:00
Street Resurfacing,400,459,W,WISCONSIN,ST,2014-10-29T00:00:00,2019-10-29T00:00:00
Street Resurfacing,10000,10327,S,PRINCETON,AVE,2011-07-19T00:00:00,2017-05-27T00:00:00
Street Resurfacing,1,167,W,55TH,ST,2014-08-26T00:00:00,2019-08-25T00:00:00
Street Resurfacing,4000,4200,W,31ST,ST,2015-06-18T00:00:00,2020-06-18T00:00:00
Street Construction,4120,4173,S,OAKENWALD,AVE,2006-07-01T00:00:00,2016-07-01T00:00:00
Street Resurfacing,5901,6059,S,CARPENTER,ST,2013-07-15T00:00:00,2018-06-17T00:00:00
Street Resurfacing,4832,5027,N,LECLAIRE,AVE,2014-07-14T00:00:00,2019-07-14T00:00:00
Street Resurfacing,4000,4127,N,WOLCOTT,AVE,2011-08-18T00:00:00,2016-08-01T00:00:00
Street Construction,3024,3359,E,83RD,ST,2011-08-15T00:00:00,2021-08-15T00:00:00
Street Resurfacing,1124,1159,W,93RD,ST,2011-09-20T00:00:00,2016-09-20T00:00:00
Street Resurfacing,2632,2759,W,52ND,ST,2012-07-06T00:00:00,2017-07-06T00:00:00
Street Resurfacing,532,532,W,84TH,ST,2012-04-30T00:00:00,2017-04-30T00:00:00
Street Resurfacing,3800,3861,N,ST LOUIS,AVE,2012-06-14T00:00:00,2017-06-14T00:00:00
Street Resurfacing,3200,3259,W,65TH,PL,2011-10-12T00:00:00,2016-10-12T00:00:00
Street Resurfacing,1401,1533,W,BELLE PLAINE,AVE,2011-10-07T00:00:00,2016-07-15T00:00:00
Street Resurfacing,4600,4659,S,LAVERGNE,AVE,2014-11-04T00:00:00,2019-11-04T00:00:00
Street Resurfacing,3700,3759,N,FRANCISCO,AVE,2014-05-21T00:00:00,2019-05-21T00:00:00
Street Resurfacing,7300,7359,W,NORTH SHORE,AVE,2012-05-22T00:00:00,2017-05-22T00:00:00
Street Resurfacing,6901,7059,S,PAULINA,ST,2013-07-15T00:00:00,2018-06-04T00:00:00
Street Construction,1944,1975,N,LATROBE,AVE,2006-07-01T00:00:00,2016-07-01T00:00:00
Street Resurfacing,2800,2827,W,COYLE,AVE,2014-05-28T00:00:00,2019-05-28T00:00:00
Street Resurfacing,5800,5859,S,MAPLEWOOD,AVE,2012-06-13T00:00:00,2017-06-13T00:00:00
Street Resurfacing,4301,4659,S,GREENWOOD,AVE,2013-08-19T00:00:00,2018-07-29T00:00:00
Street Resurfacing,3663,3663,S,WOOD,ST,2013-09-18T00:00:00,2018-09-18T00:00:00
Street Resurfacing,7034,7137,N,GLENWOOD,AVE,2013-09-23T00:00:00,2018-09-23T00:00:00
Street Resurfacing,442,831,W,117TH,ST,2012-04-30T00:00:00,2017-04-30T00:00:00
Street Resurfacing,5600,5851,N,SACRAMENTO,AVE,2011-08-18T00:00:00,2016-11-25T00:00:00
Street Resurfacing,11701,11859,S,SANGAMON,ST,2012-03-07T00:00:00,2017-12-06T00:00:00
Traffic Restriction,10300,10359,S,VINCENNES,AVE,2015-01-09T00:00:00,2024-12-31T00:00:00
Street Resurfacing,1900,1931,W,100TH,ST,2014-08-01T00:00:00,2019-08-01T00:00:00
Traffic Restriction,540,571,W,GRENSHAW,ST,2015-11-09T00:00:00,2016-01-04T00:00:00
Street Resurfacing,800,829,N,BISHOP,ST,2014-10-27T00:00:00,2019-10-27T00:00:00
Street Resurfacing,10700,10700,S,DR MARTIN LUTHER KING JR,DR,2015-01-29T00:00:00,2019-11-04T00:00:00
Street Resurfacing,401,559,W,GRANT,PL,2013-08-20T00:00:00,2018-06-18T00:00:00
Street Resurfacing,8701,8861,S,ELIZABETH,ST,2011-12-12T00:00:00,2016-12-07T00:00:00
Street Resurfacing,3000,3059,W,WAVELAND,AVE,2014-05-19T00:00:00,2019-05-19T00:00:00
Street Resurfacing,3058,3058,W,COLUMBUS,AVE,2012-02-14T00:00:00,2017-02-14T00:00:00
Street Resurfacing,10700,10759,S,WHIPPLE,ST,2012-08-16T00:00:00,2017-08-16T00:00:00
Street Resurfacing,300,525,S,KILBOURN,AVE,2012-09-12T00:00:00,2017-09-12T00:00:00
Street Resurfacing,6900,7059,W,BYRON,ST,2012-11-07T00:00:00,2017-10-07T00:00:00
Street Resurfacing,5700,5759,S,RUTHERFORD,AVE,2011-08-22T00:00:00,2016-08-04T00:00:00
Street Resurfacing,1,1559,E,87TH,ST,2012-10-18T00:00:00,2017-10-18T00:00:00
Street Resurfacing,5332,5359,W,BELDEN,AVE,2014-10-16T00:00:00,2019-10-16T00:00:00
Street Resurfacing,4700,4759,W,BARRY,AVE,2014-09-09T00:00:00,2019-09-09T00:00:00
Street Resurfacing,2800,2959,N,MONT CLARE,AVE,2011-08-14T00:00:00,2016-11-04T00:00:00
Traffic Restriction,1,89,E,MONROE,ST,2015-11-09T00:00:00,2016-01-04T00:00:00
Street Resurfacing,2530,3581,W,BLOOMINGDALE,AVE,2015-06-24T00:00:00,2025-06-24T00:00:00
Street Resurfacing,9300,9457,S,UNION,AVE,2015-07-02T00:00:00,2020-07-02T00:00:00
Street Resurfacing,2300,2349,E,98TH,ST,2011-07-19T00:00:00,2016-08-18T00:00:00
Street Resurfacing,3400,3458,W,DRUMMOND,PL,2015-07-08T00:00:00,2020-07-08T00:00:00
Street Resurfacing,4826,4830,S,CALUMET,AVE,2015-01-29T00:00:00,2019-11-04T00:00:00
Street Resurfacing,432,675,W,65TH,ST,2011-08-11T00:00:00,2016-02-03T00:00:00
Street Resurfacing,326,400,W,33RD,ST,2015-11-03T00:00:00,2020-11-03T00:00:00
Street Resurfacing,1601,1832,N,DAMEN,AVE,2012-10-10T00:00:00,2017-09-17T00:00:00
Street Resurfacing,7400,7569,W,PRATT,AVE,2013-06-03T00:00:00,2018-06-03T00:00:00
Street Resurfacing,1321,1441,W,SHERWIN,AVE,2013-09-06T00:00:00,2018-08-30T00:00:00
Street Resurfacing,700,759,W,99TH,ST,2015-07-31T00:00:00,2020-07-31T00:00:00
Street Resurfacing,4800,5659,W,ADDISON,ST,2011-08-18T00:00:00,2016-08-18T00:00:00
Street Resurfacing,700,781,W,ADAMS,ST,2013-07-08T00:00:00,2018-07-08T00:00:00
Street Resurfacing,1,363,E,OHIO,ST,2011-11-16T00:00:00,2016-11-16T00:00:00
Street Resurfacing,6640,6759,N,OLYMPIA,AVE,2011-07-22T00:00:00,2018-06-14T00:00:00
Street Resurfacing,4132,4159,S,OAKLEY,AVE,2015-10-30T00:00:00,2020-10-30T00:00:00
Street Resurfacing,4100,4154,N,LECLAIRE,AVE,2015-09-11T00:00:00,2020-09-11T00:00:00
Street Resurfacing,3432,3551,N,KEDVALE,AVE,2012-05-02T00:00:00,2017-05-02T00:00:00
Traffic Restriction,2725,2758,W,FOSTER,AVE,2015-06-12T00:00:00,2030-12-31T00:00:00
Street Resurfacing,3300,3437,W,BLOOMINGDALE,AVE,2011-08-18T00:00:00,2018-06-17T00:00:00
Street Resurfacing,3600,3659,W,SUNNYSIDE,AVE,2015-08-28T00:00:00,2020-08-28T00:00:00
Street Resurfacing,1900,1959,W,CRYSTAL,ST,2014-10-23T00:00:00,2019-10-23T00:00:00
Street Resurfacing,913,946,W,BLACKHAWK,ST,2015-09-04T00:00:00,2018-04-30T00:00:00
Street Resurfacing,3800,3959,N,ORIOLE,AVE,2014-07-09T00:00:00,2019-07-09T00:00:00
Street Resurfacing,1232,1451,W,ARGYLE,ST,2011-08-15T00:00:00,2017-09-10T00:00:00
Street Resurfacing,2200,2359,N,SAWYER,AVE,2015-07-29T00:00:00,2020-07-29T00:00:00
Street Resurfacing,6944,6981,N,RAVENSWOOD,AVE,2013-09-17T00:00:00,2018-09-17T00:00:00
Street Resurfacing,1500,1550,W,JARVIS,AVE,2013-09-27T00:00:00,2018-09-27T00:00:00
Street Resurfacing,400,759,W,BRIAR,PL,2012-12-17T00:00:00,2019-12-31T00:00:00
Street Resurfacing,4732,4759,N,MARMORA,AVE,2014-09-22T00:00:00,2019-09-22T00:00:00
Street Resurfacing,2300,2359,E,73RD,ST,2012-10-11T00:00:00,2017-10-11T00:00:00
Street Resurfacing,5034,5065,N,BERNARD,ST,2012-06-01T00:00:00,2018-06-01T00:00:00
Street Resurfacing,2700,2840,W,MELROSE,ST,2011-07-24T00:00:00,2017-11-01T00:00:00
Street Resurfacing,7000,7059,S,MAPLEWOOD,AVE,2011-12-02T00:00:00,2016-11-14T00:00:00
Street Resurfacing,11300,11359,S,AVENUE O,,2013-04-05T00:00:00,2018-04-05T00:00:00
Street Resurfacing,4800,5159,W,BELMONT,AVE,2014-09-24T00:00:00,2019-09-23T00:00:00
Street Construction,6532,7195,W,IRVING PARK,RD,2012-11-29T00:00:00,2017-11-29T00:00:00
Street Resurfacing,1600,1816,W,BERTEAU,AVE,2011-08-01T00:00:00,2016-09-21T00:00:00
Street Resurfacing,6600,6659,N,WASHTENAW,AVE,2013-08-15T00:00:00,2018-08-15T00:00:00
Planned Street Resurfacing,2500,3100,E,87TH,ST,2013-03-15T00:00:00,2018-03-15T00:00:00
Street Resurfacing,3500,3663,S,MARSHFIELD,AVE,2011-07-11T00:00:00,2017-08-24T00:00:00
Street Resurfacing,2532,2627,W,79TH,PL,2015-08-11T00:00:00,2020-08-11T00:00:00
Street Resurfacing,5300,5359,N,WINTHROP,AVE,2011-10-28T00:00:00,2016-10-18T00:00:00
Street Resurfacing,3307,3817,N,PULASKI,RD,2012-12-20T00:00:00,2019-12-20T00:00:00
Street Resurfacing,2800,4359,N,MAJOR,AVE,2015-01-29T00:00:00,2019-11-04T00:00:00
Street Resurfacing,5700,5759,W,63RD,ST,2012-12-07T00:00:00,2017-12-07T00:00:00
Street Resurfacing,6000,6359,N,CALIFORNIA,AVE,2013-05-30T00:00:00,2018-05-30T00:00:00
Street Resurfacing,1932,2059,E,69TH,ST,2011-08-15T00:00:00,2016-04-09T00:00:00
Street Resurfacing,7435,7453,N,SEELEY,AVE,2015-01-29T00:00:00,2019-11-04T00:00:00
Traffic Restriction,3100,3150,E,93RD,ST,2015-01-09T00:00:00,2024-12-31T00:00:00
Street Resurfacing,6100,6165,W,BERWYN,AVE,2015-09-01T00:00:00,2020-09-01T00:00:00
Traffic Restriction,4472,4476,N,BROADWAY,,2014-12-09T00:00:00,2017-12-31T00:00:00
Street Resurfacing,7000,7059,S,ABERDEEN,ST,2011-12-02T00:00:00,2016-11-23T00:00:00
Street Resurfacing,3900,3957,W,85TH,ST,2011-12-02T00:00:00,2016-11-07T00:00:00
Street Resurfacing,2900,2959,N,NEW ENGLAND,AVE,2011-12-02T00:00:00,2016-11-15T00:00:00
Street Resurfacing,3000,3234,W,WABANSIA,AVE,2014-11-28T00:00:00,2019-11-28T00:00:00
Street Resurfacing,800,820,S,CLARK,ST,2012-05-14T00:00:00,2017-05-14T00:00:00
Street Resurfacing,2200,3101,S,CALIFORNIA,AVE,2012-06-20T00:00:00,2017-06-13T00:00:00
Street Resurfacing,200,233,W,HUBBARD,ST,2014-11-01T00:00:00,2019-11-01T00:00:00
Street Resurfacing,12532,12631,S,EDBROOKE,AVE,2014-09-15T00:00:00,2019-09-15T00:00:00
Street Resurfacing,2200,2359,W,94TH,ST,2012-06-15T00:00:00,2018-06-15T00:00:00
Street Resurfacing,4200,4359,S,LANGLEY,AVE,2013-12-27T00:00:00,2018-12-27T00:00:00
Street Resurfacing,3400,3459,S,MARSHFIELD,AVE,2012-10-29T00:00:00,2017-10-29T00:00:00
Street Resurfacing,10200,10261,S,AVENUE M,,2011-07-11T00:00:00,2017-10-14T00:00:00
Street Resurfacing,5500,5859,S,MICHIGAN,AVE,2013-09-13T00:00:00,2018-09-13T00:00:00
Street Resurfacing,5200,5259,S,JUSTINE,ST,2013-05-13T00:00:00,2018-05-13T00:00:00
Street Resurfacing,2500,2573,N,FRANCISCO,AVE,2012-06-06T00:00:00,2017-06-06T00:00:00
Street Resurfacing,540,571,W,CONGRESS,PKWY,2012-10-01T00:00:00,2017-10-01T00:00:00
Street Resurfacing,5700,5759,S,NATOMA,AVE,2015-07-02T00:00:00,2020-07-02T00:00:00
Street Resurfacing,1600,1653,W,COLUMBIA,AVE,2015-09-01T00:00:00,2020-09-01T00:00:00
Street Construction,5220,5245,S,HARPER,AVE,2013-05-05T00:00:00,2023-05-15T00:00:00
Street Resurfacing,2634,3559,E,100TH,ST,2011-09-09T00:00:00,2016-09-09T00:00:00
Street Resurfacing,5300,5300,W,CULLOM,AVE,2015-01-29T00:00:00,2019-11-04T00:00:00
Median Landscaped,7000,7159,S,ASHLAND,AVE,2002-06-01T00:00:00,2030-06-01T00:00:00
Street Resurfacing,3732,3827,W,CORTLAND,ST,2011-08-18T00:00:00,2018-06-17T00:00:00
Street Resurfacing,5900,5925,S,NORMANDY,AVE,2014-04-23T00:00:00,2019-04-23T00:00:00
Street Resurfacing,6234,6259,W,ESTES,AVE,2012-11-07T00:00:00,2017-11-07T00:00:00
Street Resurfacing,1901,1959,N,KARLOV,AVE,2014-09-05T00:00:00,2019-09-05T00:00:00
Street Resurfacing,13100,13202,S,MUSKEGON,AVE,2013-06-20T00:00:00,2018-06-20T00:00:00
Street Resurfacing,1600,1659,W,CONGRESS,PKWY,2011-10-12T00:00:00,2018-10-12T00:00:00
Street Resurfacing,4201,4359,W,MAYPOLE,AVE,2012-09-25T00:00:00,2017-08-31T00:00:00
Street Resurfacing,5600,5859,S,MASSASOIT,AVE,2011-08-18T00:00:00,2016-08-16T00:00:00
Traffic Restriction,600,625,S,WINCHESTER,AVE,2015-05-29T00:00:00,2030-12-31T00:00:00
Street Resurfacing,800,839,N,MILWAUKEE,AVE,2013-12-11T00:00:00,2018-12-11T00:00:00
Street Resurfacing,5400,5559,N,LAKEWOOD,AVE,2012-07-24T00:00:00,2017-07-24T00:00:00
Street Resurfacing,200,355,W,105TH,PL,2014-08-14T00:00:00,2019-08-14T00:00:00
Street Resurfacing,23,59,N,HOYNE,AVE,2013-07-12T00:00:00,2018-06-14T00:00:00
Street Resurfacing,5800,6000,N,ST LOUIS,AVE,2013-10-11T00:00:00,2018-10-11T00:00:00
Street Resurfacing,5100,5359,S,ABERDEEN,ST,2013-12-23T00:00:00,2018-12-23T00:00:00
Traffic Restriction,1400,1432,E,63RD,ST,2015-01-13T00:00:00,2024-12-31T00:00:00
Street Construction,4000,4359,N,FRANCISCO,AVE,2014-12-02T00:00:00,2018-12-02T00:00:00
Street Resurfacing,4300,4559,S,CALIFORNIA,AVE,2013-10-01T00:00:00,2018-10-01T00:00:00
Street Resurfacing,1800,2059,W,EVERGREEN,AVE,2001-05-27T00:00:00,2016-05-14T00:00:00
Traffic Restriction,1,529,N,CLINTON,ST,2015-11-09T00:00:00,2016-01-04T00:00:00
Street Resurfacing,6300,6363,N,LENOX,AVE,2013-08-13T00:00:00,2018-08-13T00:00:00
Street Resurfacing,2200,2259,S,CHRISTIANA,AVE,2013-06-24T00:00:00,2018-06-24T00:00:00
Street Resurfacing,1506,1528,W,100TH,PL,2012-05-02T00:00:00,2017-05-02T00:00:00
Street Resurfacing,2109,2109,W,85TH,ST,2011-07-31T00:00:00,2017-12-03T00:00:00
Street Resurfacing,7400,7439,N,DAMEN,AVE,2013-09-26T00:00:00,2018-09-26T00:00:00
Street Resurfacing,5832,5859,W,STRONG,ST,2014-05-07T00:00:00,2019-05-07T00:00:00
Street Resurfacing,7100,7458,S,BENNETT,AVE,2015-10-07T00:00:00,2020-10-07T00:00:00
Street Resurfacing,1000,1533,W,FOSTER,AVE,2011-11-09T00:00:00,2016-11-09T00:00:00
Street Resurfacing,800,859,W,MONTROSE,AVE,2011-08-15T00:00:00,2016-11-02T00:00:00
Street Resurfacing,5901,6059,S,ELIZABETH,ST,2012-06-19T00:00:00,2017-06-12T00:00:00
Street Resurfacing,2630,2755,W,ARDMORE,AVE,2011-12-02T00:00:00,2016-11-04T00:00:00
Street Resurfacing,4600,4859,W,MONTANA,ST,2013-12-27T00:00:00,2018-12-27T00:00:00
Street Resurfacing,100,139,S,JEFFERSON,ST,2015-09-18T00:00:00,2020-09-18T00:00:00
Street Resurfacing,8801,9059,S,MUSKEGON,AVE,2013-07-15T00:00:00,2018-06-07T00:00:00
Street Resurfacing,401,600,W,WELLINGTON,AVE,2012-12-17T00:00:00,2019-12-31T00:00:00
Street Resurfacing,6200,6259,S,INGLESIDE,AVE,2012-04-13T00:00:00,2017-04-13T00:00:00
Street Resurfacing,6032,6359,S,KIMBARK,AVE,2012-04-30T00:00:00,2017-04-30T00:00:00
Street Resurfacing,9800,9821,S,GREEN,ST,2015-06-23T00:00:00,2020-06-23T00:00:00
Street Resurfacing,3600,3649,E,134TH,ST,2014-08-26T00:00:00,2019-08-26T00:00:00
Street Resurfacing,1142,1180,W,20TH,PL,2015-10-07T00:00:00,2020-10-07T00:00:00
Street Resurfacing,5100,5224,N,GLENWOOD,AVE,2011-08-15T00:00:00,2017-09-08T00:00:00
Street Resurfacing,11900,11959,S,MICHIGAN,AVE,2013-04-05T00:00:00,2018-04-05T00:00:00
Street Resurfacing,3600,3659,W,60TH,PL,2014-10-03T00:00:00,2019-10-03T00:00:00
Street Resurfacing,7800,8059,S,SOUTH SHORE,DR,2008-05-24T00:00:00,2018-05-24T00:00:00
Street Resurfacing,1,63,E,BURTON,PL,2014-06-18T00:00:00,2019-06-18T00:00:00
Street Resurfacing,2400,3169,W,87TH,ST,2013-05-09T00:00:00,2018-05-09T00:00:00
Street Resurfacing,3600,3659,S,HONORE,ST,2015-07-27T00:00:00,2020-07-27T00:00:00
Street Resurfacing,7044,7324,N,WOLCOTT,AVE,2011-09-21T00:00:00,2016-09-21T00:00:00
Street Resurfacing,3132,3259,W,63RD,ST,2012-05-14T00:00:00,2017-05-14T00:00:00
Street Resurfacing,2716,2918,N,MAPLEWOOD,AVE,2015-01-12T00:00:00,2019-10-20T00:00:00
Street Resurfacing,561,613,W,80TH,ST,2014-10-23T00:00:00,2019-10-23T00:00:00
Street Resurfacing,1600,2359,E,87TH,ST,2012-10-30T00:00:00,2017-10-18T00:00:00
Street Resurfacing,413,460,N,SPRINGFIELD,AVE,2013-08-14T00:00:00,2018-06-27T00:00:00
Street Resurfacing,3900,4759,S,LAKE PARK,AVE,2011-02-09T00:00:00,2016-02-09T00:00:00
Street Resurfacing,234,327,W,53RD,ST,2013-09-30T00:00:00,2018-09-30T00:00:00
Street Resurfacing,2700,2759,N,KARLOV,AVE,2015-05-18T00:00:00,2020-05-18T00:00:00
Street Resurfacing,150,185,N,PEORIA,ST,2013-11-04T00:00:00,2018-11-04T00:00:00
Street Resurfacing,5200,5259,W,MELROSE,ST,2015-08-19T00:00:00,2020-08-19T00:00:00
Street Resurfacing,4400,4559,S,CALUMET,AVE,2011-08-15T00:00:00,2017-08-31T00:00:00
Street Resurfacing,2600,2759,S,KOMENSKY,AVE,2013-05-08T00:00:00,2018-05-08T00:00:00
Street Resurfacing,6600,6659,W,WELLINGTON,AVE,2012-11-08T00:00:00,2017-11-08T00:00:00
Traffic Restriction,900,1237,E,52ND,ST,2009-02-27T00:00:00,2019-01-21T00:00:00
Street Resurfacing,5732,5735,N,GLENWOOD,AVE,2014-06-04T00:00:00,2019-06-04T00:00:00
Street Resurfacing,6532,6551,N,SAYRE,AVE,2012-10-31T00:00:00,2017-10-25T00:00:00
Street Resurfacing,6500,6600,S,WENTWORTH,AVE,2014-07-23T00:00:00,2019-07-23T00:00:00
Street Resurfacing,10701,10859,S,VERNON,AVE,2012-12-27T00:00:00,2017-11-14T00:00:00
Street Resurfacing,2900,3959,W,CHICAGO,AVE,2011-08-15T00:00:00,2016-08-15T00:00:00
Planned Street Resurfacing,6401,6747,N,DAMEN,AVE,2012-12-31T00:00:00,2018-12-31T00:00:00
Street Resurfacing,2932,3027,W,WAVELAND,AVE,2012-06-15T00:00:00,2018-06-15T00:00:00
Street Resurfacing,500,528,S,LOCKWOOD,AVE,2014-08-18T00:00:00,2019-08-18T00:00:00
Street Resurfacing,624,857,W,53RD,ST,2012-09-05T00:00:00,2018-09-05T00:00:00
Street Resurfacing,1658,1702,W,21ST,PL,2012-12-17T00:00:00,2019-12-31T00:00:00
